大富翁数据中心_市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,rb1605,2016-03-08 14:52:59.000,2194.0000,1593882,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50501,0
sc,rb1605,2016-03-08 14:52:59.500,2194.0000,1593882,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50511,0
sc,rb1605,2016-03-08 14:53:00.000,2194.0000,1593882,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50512,0
sc,rb1605,2016-03-08 14:53:00.500,2194.0000,1593882,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50515,0
sc,rb1605,2016-03-08 14:53:01.000,2194.0000,1593882,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50520,0
sc,rb1605,2016-03-08 14:53:02.000,2194.0000,1593882,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50513,0
sc,rb1605,2016-03-08 14:53:02.500,2194.0000,1593876,-6,131640.0000,6.0000,0,6,双平,B,2194.0000,0.0000,50507,0
sc,rb1605,2016-03-08 14:53:03.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50509,0
sc,rb1605,2016-03-08 14:53:04.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50511,0
sc,rb1605,2016-03-08 14:53:04.500,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50512,0
sc,rb1605,2016-03-08 14:53:05.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50511,0
sc,rb1605,2016-03-08 14:53:05.500,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50511,0
sc,rb1605,2016-03-08 14:53:06.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50531,0
sc,rb1605,2016-03-08 14:53:06.500,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50532,0
sc,rb1605,2016-03-08 14:53:07.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50534,0
sc,rb1605,2016-03-08 14:53:07.500,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50536,0
sc,rb1605,2016-03-08 14:53:08.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50537,0
sc,rb1605,2016-03-08 14:53:08.500,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50538,0
sc,rb1605,2016-03-08 14:53:09.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50542,0
sc,rb1605,2016-03-08 14:53:09.500,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50569,0
sc,rb1605,2016-03-08 14:53:10.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50582,0
sc,rb1605,2016-03-08 14:53:10.500,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50571,0
sc,rb1605,2016-03-08 14:53:11.000,2194.0000,1593876,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50571,0
sc,rb1605,2016-03-08 14:53:11.500,2194.0000,1593872,-4,87760.0000,4.0000,0,4,双平,B,2194.0000,0.0000,50568,0
sc,rb1605,2016-03-08 14:53:12.000,2194.0000,1593872,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50567,0
sc,rb1605,2016-03-08 14:53:12.500,2194.0000,1593870,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,50566,0
sc,rb1605,2016-03-08 14:53:13.000,2194.0000,1593870,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50565,0
sc,rb1605,2016-03-08 14:53:13.500,2194.0000,1593770,-100,2194000.0000,100.0000,0,100,双平,B,2194.0000,0.0000,50514,0
sc,rb1605,2016-03-08 14:53:14.000,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50508,0
sc,rb1605,2016-03-08 14:53:14.500,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50508,0
sc,rb1605,2016-03-08 14:53:15.500,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50539,0
sc,rb1605,2016-03-08 14:53:16.500,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50538,0
sc,rb1605,2016-03-08 14:53:17.000,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50538,0
sc,rb1605,2016-03-08 14:53:17.500,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50938,0
sc,rb1605,2016-03-08 14:53:18.000,2194.0000,1593770,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50935,0
sc,rb1605,2016-03-08 14:53:18.500,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50955,0
sc,rb1605,2016-03-08 14:53:19.000,2194.0000,1593770,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50974,0
sc,rb1605,2016-03-08 14:53:19.500,2194.0000,1593768,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,50974,0
sc,rb1605,2016-03-08 14:53:20.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50975,0
sc,rb1605,2016-03-08 14:53:21.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50975,0
sc,rb1605,2016-03-08 14:53:21.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50976,0
sc,rb1605,2016-03-08 14:53:22.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50977,0
sc,rb1605,2016-03-08 14:53:23.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50962,0
sc,rb1605,2016-03-08 14:53:24.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50966,0
sc,rb1605,2016-03-08 14:53:24.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50983,0
sc,rb1605,2016-03-08 14:53:25.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50984,0
sc,rb1605,2016-03-08 14:53:26.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50995,0
sc,rb1605,2016-03-08 14:53:27.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50994,0
sc,rb1605,2016-03-08 14:53:28.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50994,0
sc,rb1605,2016-03-08 14:53:29.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50995,0
sc,rb1605,2016-03-08 14:53:29.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50994,0
sc,rb1605,2016-03-08 14:53:30.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50992,0
sc,rb1605,2016-03-08 14:53:30.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51092,0
sc,rb1605,2016-03-08 14:53:31.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51092,0
sc,rb1605,2016-03-08 14:53:31.500,2194.0000,1593768,0,219400.0000,10.0000,5,5,多换,B,2194.0000,0.0000,51088,0
sc,rb1605,2016-03-08 14:53:33.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51091,0
sc,rb1605,2016-03-08 14:53:34.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51091,0
sc,rb1605,2016-03-08 14:53:35.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51087,0
sc,rb1605,2016-03-08 14:53:35.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51089,0
sc,rb1605,2016-03-08 14:53:36.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51093,0
sc,rb1605,2016-03-08 14:53:37.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51096,0
sc,rb1605,2016-03-08 14:53:37.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51096,0
sc,rb1605,2016-03-08 14:53:38.000,2194.0000,1593768,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,51095,0
sc,rb1605,2016-03-08 14:53:38.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51086,0
sc,rb1605,2016-03-08 14:53:39.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51105,0
sc,rb1605,2016-03-08 14:53:39.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51115,0
sc,rb1605,2016-03-08 14:53:40.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51115,0
sc,rb1605,2016-03-08 14:53:40.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51105,0
sc,rb1605,2016-03-08 14:53:41.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51110,0
sc,rb1605,2016-03-08 14:53:42.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51112,0
sc,rb1605,2016-03-08 14:53:43.500,2194.0000,1593768,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,51111,0
sc,rb1605,2016-03-08 14:53:44.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51116,0
sc,rb1605,2016-03-08 14:53:45.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51118,0
sc,rb1605,2016-03-08 14:53:46.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51124,0
sc,rb1605,2016-03-08 14:53:46.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51126,0
sc,rb1605,2016-03-08 14:53:47.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51128,0
sc,rb1605,2016-03-08 14:53:47.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51118,0
sc,rb1605,2016-03-08 14:53:48.000,2194.0000,1593768,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,51116,0
sc,rb1605,2016-03-08 14:53:49.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51117,0
sc,rb1605,2016-03-08 14:53:50.000,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51116,0
sc,rb1605,2016-03-08 14:53:50.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51116,0
sc,rb1605,2016-03-08 14:53:51.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51105,0
sc,rb1605,2016-03-08 14:53:52.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51110,0
sc,rb1605,2016-03-08 14:53:54.500,2194.0000,1593768,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51111,0
sc,rb1605,2016-03-08 14:53:57.000,2194.0000,1593768,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,51110,0
sc,rb1605,2016-03-08 14:53:58.000,2194.0000,1593768,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,51108,0
sc,rb1605,2016-03-08 14:53:58.500,2194.0000,1593766,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,51092,0
sc,rb1605,2016-03-08 14:53:59.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51092,0
sc,rb1605,2016-03-08 14:54:01.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51091,0
sc,rb1605,2016-03-08 14:54:01.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51088,0
sc,rb1605,2016-03-08 14:54:02.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51092,0
sc,rb1605,2016-03-08 14:54:03.000,2194.0000,1593766,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,51101,0
sc,rb1605,2016-03-08 14:54:03.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51099,0
sc,rb1605,2016-03-08 14:54:04.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51147,0
sc,rb1605,2016-03-08 14:54:05.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51149,0
sc,rb1605,2016-03-08 14:54:05.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51169,0
sc,rb1605,2016-03-08 14:54:06.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51170,0
sc,rb1605,2016-03-08 14:54:06.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51169,0
sc,rb1605,2016-03-08 14:54:07.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51168,0
sc,rb1605,2016-03-08 14:54:09.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51170,0
sc,rb1605,2016-03-08 14:54:10.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51170,0
sc,rb1605,2016-03-08 14:54:10.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51172,0
sc,rb1605,2016-03-08 14:54:13.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51172,0
sc,rb1605,2016-03-08 14:54:14.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51173,0
sc,rb1605,2016-03-08 14:54:14.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51182,0
sc,rb1605,2016-03-08 14:54:15.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51184,0
sc,rb1605,2016-03-08 14:54:16.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51184,0
sc,rb1605,2016-03-08 14:54:18.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51184,0
sc,rb1605,2016-03-08 14:54:19.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51183,0
sc,rb1605,2016-03-08 14:54:19.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51183,0
sc,rb1605,2016-03-08 14:54:21.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51181,0
sc,rb1605,2016-03-08 14:54:22.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51182,0
sc,rb1605,2016-03-08 14:54:23.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51260,0
sc,rb1605,2016-03-08 14:54:23.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51259,0
sc,rb1605,2016-03-08 14:54:24.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51261,0
sc,rb1605,2016-03-08 14:54:24.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51261,0
sc,rb1605,2016-03-08 14:54:25.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51260,0
sc,rb1605,2016-03-08 14:54:26.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51260,0
sc,rb1605,2016-03-08 14:54:26.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51260,0
sc,rb1605,2016-03-08 14:54:27.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51256,0
sc,rb1605,2016-03-08 14:54:27.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51257,0
sc,rb1605,2016-03-08 14:54:28.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51256,0
sc,rb1605,2016-03-08 14:54:29.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51186,0
sc,rb1605,2016-03-08 14:54:29.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51141,0
sc,rb1605,2016-03-08 14:54:30.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51140,0
sc,rb1605,2016-03-08 14:54:30.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51141,0
sc,rb1605,2016-03-08 14:54:31.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51221,0
sc,rb1605,2016-03-08 14:54:31.500,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51219,0
sc,rb1605,2016-03-08 14:54:32.000,2194.0000,1593766,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51219,0
sc,rb1605,2016-03-08 14:54:33.500,2194.0000,1593764,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,51217,0
sc,rb1605,2016-03-08 14:54:34.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51218,0
sc,rb1605,2016-03-08 14:54:35.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51208,0
sc,rb1605,2016-03-08 14:54:35.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51210,0
sc,rb1605,2016-03-08 14:54:36.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51208,0
sc,rb1605,2016-03-08 14:54:36.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51208,0
sc,rb1605,2016-03-08 14:54:37.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51204,0
sc,rb1605,2016-03-08 14:54:37.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51211,0
sc,rb1605,2016-03-08 14:54:39.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,51216,0
sc,rb1605,2016-03-08 14:54:39.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50816,0
sc,rb1605,2016-03-08 14:54:40.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50869,0
sc,rb1605,2016-03-08 14:54:40.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50869,0
sc,rb1605,2016-03-08 14:54:41.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50867,0
sc,rb1605,2016-03-08 14:54:42.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50880,0
sc,rb1605,2016-03-08 14:54:42.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50881,0
sc,rb1605,2016-03-08 14:54:43.000,2194.0000,1593764,0,307160.0000,14.0000,7,7,多换,B,2194.0000,0.0000,50859,0
sc,rb1605,2016-03-08 14:54:43.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50860,0
sc,rb1605,2016-03-08 14:54:44.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50878,0
sc,rb1605,2016-03-08 14:54:44.500,2194.0000,1593764,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50877,0
sc,rb1605,2016-03-08 14:54:45.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50910,0
sc,rb1605,2016-03-08 14:54:45.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50909,0
sc,rb1605,2016-03-08 14:54:46.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50909,0
sc,rb1605,2016-03-08 14:54:47.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50913,0
sc,rb1605,2016-03-08 14:54:48.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50912,0
sc,rb1605,2016-03-08 14:54:49.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50902,0
sc,rb1605,2016-03-08 14:54:50.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50901,0
sc,rb1605,2016-03-08 14:54:50.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50902,0
sc,rb1605,2016-03-08 14:54:51.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50902,0
sc,rb1605,2016-03-08 14:54:51.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50923,0
sc,rb1605,2016-03-08 14:54:52.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50918,0
sc,rb1605,2016-03-08 14:54:53.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50919,0
sc,rb1605,2016-03-08 14:54:54.500,2194.0000,1593764,0,87760.0000,4.0000,2,2,多换,B,2194.0000,0.0000,50917,0
sc,rb1605,2016-03-08 14:54:55.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50915,0
sc,rb1605,2016-03-08 14:54:55.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50927,0
sc,rb1605,2016-03-08 14:54:56.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50927,0
sc,rb1605,2016-03-08 14:54:56.500,2194.0000,1593764,0,307160.0000,14.0000,7,7,多换,B,2194.0000,0.0000,50919,0
sc,rb1605,2016-03-08 14:54:57.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50919,0
sc,rb1605,2016-03-08 14:54:57.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50920,0
sc,rb1605,2016-03-08 14:54:58.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50910,0
sc,rb1605,2016-03-08 14:54:58.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50898,0
sc,rb1605,2016-03-08 14:55:00.000,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50897,0
sc,rb1605,2016-03-08 14:55:00.500,2194.0000,1593764,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50885,0
sc,rb1605,2016-03-08 14:55:01.000,2194.0000,1593760,-4,87760.0000,4.0000,0,4,双平,B,2194.0000,0.0000,50891,0
sc,rb1605,2016-03-08 14:55:01.500,2194.0000,1593752,-8,175520.0000,8.0000,0,8,双平,B,2194.0000,0.0000,50887,0
sc,rb1605,2016-03-08 14:55:02.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50814,0
sc,rb1605,2016-03-08 14:55:02.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50812,0
sc,rb1605,2016-03-08 14:55:03.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50812,0
sc,rb1605,2016-03-08 14:55:04.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50808,0
sc,rb1605,2016-03-08 14:55:05.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50809,0
sc,rb1605,2016-03-08 14:55:05.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50815,0
sc,rb1605,2016-03-08 14:55:06.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50811,0
sc,rb1605,2016-03-08 14:55:06.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50810,0
sc,rb1605,2016-03-08 14:55:07.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50814,0
sc,rb1605,2016-03-08 14:55:07.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50811,0
sc,rb1605,2016-03-08 14:55:08.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50766,0
sc,rb1605,2016-03-08 14:55:08.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50772,0
sc,rb1605,2016-03-08 14:55:09.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50778,0
sc,rb1605,2016-03-08 14:55:09.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50758,0
sc,rb1605,2016-03-08 14:55:10.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50755,0
sc,rb1605,2016-03-08 14:55:10.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50755,0
sc,rb1605,2016-03-08 14:55:11.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50761,0
sc,rb1605,2016-03-08 14:55:11.500,2194.0000,1593752,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50758,0
sc,rb1605,2016-03-08 14:55:12.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50754,0
sc,rb1605,2016-03-08 14:55:12.500,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50746,0
sc,rb1605,2016-03-08 14:55:13.000,2194.0000,1593752,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50750,0
sc,rb1605,2016-03-08 14:55:13.500,2194.0000,1593740,-12,263280.0000,12.0000,0,12,双平,B,2194.0000,0.0000,50748,0
sc,rb1605,2016-03-08 14:55:14.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50742,0
sc,rb1605,2016-03-08 14:55:15.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50750,0
sc,rb1605,2016-03-08 14:55:15.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50754,0
