大富翁数据中心_市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,rb1605,2016-03-07 21:01:34.000,2190.0000,1723814,276,14716760.0000,672.0000,474,198,空开,S,2190.0000,2191.0000,334,21
sc,rb1605,2016-03-07 21:01:34.500,2190.0000,1724238,424,25006860.0000,1142.0000,783,359,空开,S,2189.0000,2190.0000,88,247
sc,rb1605,2016-03-07 21:01:35.000,2191.0000,1724632,394,26587400.0000,1214.0000,804,410,多开,B,2190.0000,2191.0000,82,582
sc,rb1605,2016-03-07 21:01:35.500,2189.0000,1724484,-148,14847480.0000,678.0000,265,413,多平,S,2189.0000,2190.0000,128,2
sc,rb1605,2016-03-07 21:01:36.000,2189.0000,1724436,-48,15282200.0000,698.0000,325,373,多平,S,2188.0000,2189.0000,2706,489
sc,rb1605,2016-03-07 21:01:36.500,2188.0000,1724632,196,18255900.0000,834.0000,515,319,空开,S,2188.0000,2189.0000,2689,234
sc,rb1605,2016-03-07 21:01:37.000,2189.0000,1725142,510,15629840.0000,714.0000,612,102,多开,B,2189.0000,2190.0000,448,344
sc,rb1605,2016-03-07 21:01:37.500,2190.0000,1725222,80,37667540.0000,1720.0000,900,820,多开,B,2189.0000,2190.0000,289,73
sc,rb1605,2016-03-07 21:01:38.000,2191.0000,1725164,-58,8850040.0000,404.0000,173,231,空平,B,2191.0000,2192.0000,111,142
sc,rb1605,2016-03-07 21:01:38.500,2191.0000,1725164,0,1270800.0000,58.0000,29,29,多换,B,2191.0000,2192.0000,85,143
sc,rb1605,2016-03-07 21:01:39.000,2190.0000,1724902,-262,10910800.0000,498.0000,118,380,多平,S,2190.0000,2192.0000,808,706
sc,rb1605,2016-03-07 21:01:39.500,2190.0000,1725188,286,24767560.0000,1130.0000,708,422,空开,S,2190.0000,2192.0000,823,200
sc,rb1605,2016-03-07 21:01:40.000,2191.0000,1725158,-30,1796660.0000,82.0000,26,56,空平,B,2191.0000,2192.0000,43,204
sc,rb1605,2016-03-07 21:01:40.500,2191.0000,1725032,-126,7011120.0000,320.0000,97,223,空平,B,2191.0000,2192.0000,191,221
sc,rb1605,2016-03-07 21:01:41.000,2192.0000,1724994,-38,6136460.0000,280.0000,121,159,空平,B,2191.0000,2192.0000,385,661
sc,rb1605,2016-03-07 21:01:41.500,2191.0000,1723914,-1080,60923560.0000,2780.0000,850,1930,多平,S,2191.0000,2192.0000,69,31
sc,rb1605,2016-03-07 21:01:42.000,2192.0000,1723984,70,12094340.0000,552.0000,311,241,多开,B,2192.0000,2193.0000,85,1638
sc,rb1605,2016-03-07 21:01:42.500,2192.0000,1723924,-60,9685780.0000,442.0000,191,251,空平,B,2190.0000,2191.0000,124,2
sc,rb1605,2016-03-07 21:01:43.000,2190.0000,1723986,62,8326920.0000,380.0000,221,159,空开,S,2190.0000,2191.0000,194,2
sc,rb1605,2016-03-07 21:01:43.500,2191.0000,1724374,388,14767160.0000,674.0000,531,143,多开,B,2190.0000,2191.0000,177,506
sc,rb1605,2016-03-07 21:01:44.000,2190.0000,1724458,84,12396640.0000,566.0000,325,241,空开,S,2189.0000,2190.0000,799,47
sc,rb1605,2016-03-07 21:01:44.500,2190.0000,1724402,-56,33392120.0000,1524.0000,734,790,多平,S,2191.0000,2192.0000,3,4711
sc,rb1605,2016-03-07 21:01:45.000,2189.0000,1725048,646,18094200.0000,826.0000,736,90,空开,S,2189.0000,2191.0000,780,41
sc,rb1605,2016-03-07 21:01:45.500,2190.0000,1724990,-58,4643380.0000,212.0000,77,135,空平,B,2190.0000,2191.0000,158,342
sc,rb1605,2016-03-07 21:01:46.000,2191.0000,1725002,12,33214460.0000,1516.0000,764,752,多开,B,2191.0000,2192.0000,318,6480
sc,rb1605,2016-03-07 21:01:46.500,2189.0000,1724164,-838,26639020.0000,1216.0000,189,1027,多平,S,2189.0000,2190.0000,763,5
sc,rb1605,2016-03-07 21:01:47.000,2192.0000,1724186,22,3549140.0000,162.0000,92,70,多开,B,2191.0000,2192.0000,92,9007
sc,rb1605,2016-03-07 21:01:47.500,2190.0000,1724162,-24,32512780.0000,1484.0000,730,754,多平,S,2190.0000,2191.0000,195,139
sc,rb1605,2016-03-07 21:01:48.000,2190.0000,1724082,-80,17307100.0000,790.0000,355,435,多平,S,2190.0000,2191.0000,372,552
sc,rb1605,2016-03-07 21:01:48.500,2190.0000,1723936,-146,31978880.0000,1460.0000,657,803,多平,S,2190.0000,2191.0000,374,719
sc,rb1605,2016-03-07 21:01:49.000,2190.0000,1723614,-322,10074160.0000,460.0000,69,391,多平,S,2190.0000,2191.0000,179,1007
sc,rb1605,2016-03-07 21:01:49.500,2190.0000,1723646,32,25458620.0000,1162.0000,597,565,空开,S,2190.0000,2191.0000,180,524
sc,rb1605,2016-03-07 21:01:50.000,2190.0000,1723904,258,13052900.0000,596.0000,427,169,空开,S,2189.0000,2190.0000,889,111
sc,rb1605,2016-03-07 21:01:50.500,2190.0000,1724134,230,26717920.0000,1220.0000,725,495,空开,S,2189.0000,2190.0000,896,380
sc,rb1605,2016-03-07 21:01:51.000,2190.0000,1724092,-42,3416320.0000,156.0000,57,99,多平,S,2189.0000,2190.0000,917,798
sc,rb1605,2016-03-07 21:01:51.500,2190.0000,1725052,960,30956540.0000,1414.0000,1187,227,空开,S,2189.0000,2190.0000,417,668
sc,rb1605,2016-03-07 21:01:52.000,2189.0000,1725482,430,22066520.0000,1008.0000,719,289,空开,S,2188.0000,2189.0000,2803,42
sc,rb1605,2016-03-07 21:01:52.500,2189.0000,1725468,-14,9195260.0000,420.0000,203,217,多平,S,2189.0000,2190.0000,90,625
sc,rb1605,2016-03-07 21:01:53.000,2189.0000,1725400,-68,26539180.0000,1212.0000,572,640,多平,S,2188.0000,2189.0000,2828,50
sc,rb1605,2016-03-07 21:01:53.500,2190.0000,1725720,320,11908760.0000,544.0000,432,112,多开,B,2189.0000,2190.0000,440,303
sc,rb1605,2016-03-07 21:01:54.000,2189.0000,1726134,414,13489820.0000,616.0000,515,101,空开,S,2189.0000,2190.0000,553,41
sc,rb1605,2016-03-07 21:01:54.500,2189.0000,1726200,66,3196280.0000,146.0000,106,40,空开,S,2189.0000,2190.0000,625,27
sc,rb1605,2016-03-07 21:01:55.000,2190.0000,1726202,2,8453360.0000,386.0000,194,192,多开,B,2190.0000,2191.0000,109,1185
sc,rb1605,2016-03-07 21:01:55.500,2190.0000,1726224,22,1270240.0000,58.0000,40,18,多开,B,2190.0000,2191.0000,192,1228
sc,rb1605,2016-03-07 21:01:56.000,2191.0000,1726436,212,46392540.0000,2118.0000,1165,953,多开,B,2190.0000,2191.0000,20,887
sc,rb1605,2016-03-07 21:01:56.500,2191.0000,1726030,-406,42987340.0000,1962.0000,778,1184,空平,B,2191.0000,2192.0000,300,13387
sc,rb1605,2016-03-07 21:01:57.000,2190.0000,1725544,-486,18010200.0000,822.0000,168,654,多平,S,2190.0000,2191.0000,424,66
sc,rb1605,2016-03-07 21:01:57.500,2190.0000,1725464,-80,7974620.0000,364.0000,142,222,多平,S,2190.0000,2191.0000,466,139
sc,rb1605,2016-03-07 21:01:58.000,2190.0000,1725448,-16,1620760.0000,74.0000,29,45,多平,S,2190.0000,2191.0000,457,154
sc,rb1605,2016-03-07 21:01:58.500,2190.0000,1725414,-34,2497180.0000,114.0000,40,74,多平,S,2190.0000,2191.0000,548,279
sc,rb1605,2016-03-07 21:01:59.000,2191.0000,1724836,-578,22833840.0000,1042.0000,232,810,空平,B,2190.0000,2191.0000,535,138
sc,rb1605,2016-03-07 21:01:59.500,2190.0000,1724840,4,3242260.0000,148.0000,76,72,空开,S,2190.0000,2191.0000,534,120
sc,rb1605,2016-03-07 21:02:00.000,2190.0000,1724848,8,4424100.0000,202.0000,105,97,空开,S,2190.0000,2191.0000,522,153
